Text,Label
Retter in Stade sind besorgt:,
Was droht ihnen in der Silvesternacht im Altländer Viertel?,
Dieser Thailänder trinkt eine ganze Flasche Whiskey in nur wenigen Minuten.,
Bonita Grupp hat AfD-Rechtsaußen Björn Höcke scharf kritisiert.,
Arnstadt – Über die Weihnachtsfeiertage brachen unbekannte Täter in mehrere Gartenlauben in zwei Kleingartenanlagen «Am Dornheimer B...,
Jetzt ziehen die Macher einer anderen Show die Reißleine.,
In den frühen Morgenstunden des 28.12.2024 brachen Unbekannte in einen Netto-Markt in der Pasewalker Straße ein und ...,
"Der Mann wollte auf die Straße einbiegen, übersah den nahenden Audi.",
Dieser Ferrari 250 LM 1965 ist etwas ganz Besonderes.,
Sieben Monaten nach der Attacke hat die Polizei nun Fotos von dem Angreifer veröffentlicht,
Nach dem Abschuss einer Passagiermaschine in Kasachstan gibt Putin eine Erklärung ab.,
Aktuelle Entwicklungen im Nahen Osten lesen Sie im Live-Ticker bei BILD.,
Russlands Krieg gegen die Ukraine:,
Aktuelle Entwicklungen im Live-Ticker von BILD.,
Darts-Star Peter Wright ist krank.,
Trotzdem hustet er sich bei der PDC Darts-WM gegen J...,
"Hachenburg – Ein weißer Opel Corsa wurde zwischen dem 27.12.2024, 17 Uhr, und dem 28.12.2024, 9 Uhr, auf einem Parkplatz in der Lind...",
Die beiden Hollywoodstars trafen sich in einer Kult-Bar in Aspen.,
Jülich – Ein schwerer Verkehrsunfall auf der L253 führte am 27.12.2024 zu zwei Leichtverletzten und erheblichen Sachschäden.,
Der Magdeburger Koch Singh Laly experimentiert mit Chicken-Tikka-Schokolade,
Der Tech-Milliardär Elon Musk mischt erneut im Bundestagswahlkampf mit.,
Das Gladbach-Zeugnis mit allen Details und Hintergründen zur Saison 2024/25 – BILDplus!,
Ein Anwohner-Parkausweis wird immer mehr zum Luxusgut.,
Hunderte Böller-Fans decken sich mit Pyro-Waren für Sylvester ein.,
Kleve – Samstagmorgen schlugen hohe Flammen aus einem Ford-Wohnmobil,
Legende Phil Taylor warnt Darts-Wunderkind Luke Littler vor dem Manchester-United-Syndrom.,
Bengel – Ein Verkehrsunfall ereignete sich am 28.12.2024 gegen 11:10 Uhr in der Koblenzer Straße /,
"B49 in Bengel, bei dem der Unfall...",
"Kristian Sæverås vom HBL-Team SC DHfK Leipzig versucht im Spiel gegen den TSV Hannover-Burgdorf zu retten, was nicht mehr zu retten ...",
Schlechte Nachrichten für alle Beschäftigten in Deutschland!,
Damians Eltern bangen weiter um das Leben ihres Sohnes.,
Der 1. FC Union geht mit einem neuen Trainer ins Jahr 2025.,
Ein Zeuge alarmierte gegen 01:15 Uh...,
Im neuen Jahr warten viele E-Auto-Neuheiten auf uns.,
Im Dezember startet die 2. Staffel von „Match in Paradise”.,
"Scottie Scheffler verletzte sich am ersten Weihnachtsfeiertag, als er ein Essen vorbereitete.",
Scholz ist als kühles Nordlicht bekannt.,
In der 3. Runde der PDC Darts WM trifft Gerwyn Price auf Joe Cullen.,
"Das ZDF hat neue Regeln, über welche Kandidaten zur Bundestagswahl es wie berichtet.",
"Nach 33 Jahren gibt es endlich wieder Eisbären-Nachwuchs, doch das Baby ist in Gefahr.",
Wie gefährlich wird es heute bei der Abfahrt in Bormio?,
Der französische Ski-Verband gibt ein Update zum Zustand von Cyprien Sarrazin.,
34 Jahre Altersunterschied haben Tom Barcal und seine Frau Stefanie.,
Doch wie sicher ist diese Mega-Party?,
Obersachswerfen – Ein 28-jähriger Mazda-Fahrer verlor am 28.12.2024 gegen 02:30 Uhr in Obersachswerfen die Kontrolle über sein Fahrz...,
Nordhausen – Ein 84-jähriger Fahrer verursachte am 28.12.2024 gegen 9 Uhr einen Verkehrsunfall in der Geschwister-Scholl-Straße.,
Girod – Ein schwerer Unfall auf der A3 bei Girod führte zu einem erheblichen Rückstau und einer Vollsperrung der Autobahn.,
Bad Gandersheim – Ein 84-jähriger Autofahrer verlor am Samstagmorgen die Kontrolle über seinen VW Golf und prallte gegen einen Baum....,
Mit den Stimmen der Union hat die verbliebene Regierungskoalition die Speicherumlage auf Gastransite abgeschafft.,
Inländische Gaskunden zahlen dafür im neuen Jahr deutlich mehr.,
Das Morning Briefing erscheint ab 3. Januar wieder wie gewohnt werktags um 6 Uhr.,
Die Gläubiger des Biomethanversorgers müssen mit zwei Hiobsbotschaften in den Weihnachtsurlaub gehen.,
Eon hat für einige Bestandskunden drastisch die Preise erhöht.,
Josef Wolf beendet seine Tätigkeit als Geschäftsführer der Stadtwerke Schwerin.,
Runter mit den Strompreisen: Das wollen CDU und CSU genauso wie SPD und Grüne.,
Ein Blick in die Wahlprogramme zeigt: Nicht immer sind Schwarz und Grün am weitesten voneinander entfernt.,
Nach der Insolvenz des O-Busherstellers Van Hool diskutierte die Stadt Alternativen.,
"Gasnetz, Dortmund, Powercloud: Diese Meldungen haben unsere Leserinnen und Leser 2024 am meisten angesprochen: Ein Rückblick quer durch die kommunale Wirtschaft.",
"Vor den Feiertagen stehen noch einige Ereignisse ein, die den Markt prägen könnten, schreibt Gasexperte Joachim Endress in seiner Kolumne.",
"Günstiger soll es zudem ebenfalls werden, versprechen die Stadtwerke.",
"Im Kurzinterview erläutert Anja Floetenmeyer-Woltmann, strategische Beraterin und Expertin für die Kommunikation zur Wärme- und Mobilitätswende, den Umgang mit Kundinnen und Kunden.",
Die tatsächlichen Netzengpassmanagement-Kosten für dieses Jahr dürften über die Hälfte niedriger sein als noch 2023 angenommen.,
"Verbandschefin Andreae findet angesichts kurzzeitiger Strompreisspitzen in der vergangenen Woche: ""Das ist Markt"".",
Auch zur Debatte um das Gebäudeenergiegesetz hat sie eine klare Meinung.,
"Motivationsschub für die Mitarbeitenden, Erweiterung des Netzwerks, viel öffentliche Wertschätzung: Der Zweckverband Jena Wasser hat in vielfältiger Weise von der Auszeichnung profitiert.",
"2024 wird der Energieverbrauch in Deutschland ""mit großer Wahrscheinlichkeit"" auf einen neuen Tiefstand fallen – das schätzt die Arbeitsgemeinschaft Energiebilanzen.",
"Nach einem herausfordernden Jahr hat Powerfox Investoren gefunden, die den Neustart ermöglichen.",
Im Interview sprechen die Gründer über die Zukunft der Metering-Branche und die Hindernisse für Start-ups in der Energiebranche.,
Der Branchenverband VDV nennt Schmerzpunkte des Nahverkehrs:,
Außerdem: Wie sich die amerikanische Energielandschaft unter Trump ändern könnte.,
Inmitten der Winterperiode agiert der Gasmarkt seit Monatsbeginn bearish.,
"Damit das Vorhaben noch vor Neuwahlen den Bundestag passieren kann, gibt es eine abgespeckte Version.",
"Der Bundesgerichtshof deutet an, bei der Eigenkapitalverzinsung im Sinne der Bundesnetzagentur zu entscheiden.",
Maul konzentriert sich auf Aachen.,
Die Thüringer Energie AG ist bisher ausschließlich als Minderheitsgesellschafter bei über 20 Kommunalversorgern beteiligt.,
In Zeulenroda ist das anders.,
Geht noch ein Ruck durch das politische Berlin?,
EnBW stattet Globus-Markt,
Eschborn mit 40 Hochleistungsladepunkten,
Hinzu kommen einige Tesla-Supercharger.,
Im Interview äußern Eva Weikl von Badenova Netze und Stephan Nagl von der Thüga ihre Erwartungen an die künftige Netzregulierung.,
Seit Jahren sorgen die städtischen Bäder für Millionenverluste.,
"Die Vorteile des steuerlichen Querverbunds seien inzwischen aufgebraucht, sagt Stadtwerkevorstand Andreas Schwarze.",
"SPD, Grüne und Union machen den Weg für die Auszahlung der Regionalisierungsmittel frei.",
Die ÖPNV-Branche lobt und mahnt.,
"Konrad Schade, Chief Commercial Officer und Managing Director des digitalen Ökostromanbieters Rabot Energy, erklärt sein Geschäftsmodell und warum es nicht unbedingt Smart Meter dazu braucht.",
In Köln entsteht eine Flusswasser-Wärmepumpe für 50.000 Haushalte.,
Bauaufträge in Millionenhöhe hat Rheinenergie jetzt vergeben.,
Der Aufsichtsrat hat sich von Geschäftsführer Trautmann getrennt.,
SPD und Grüne fordern eine Fernwärme-Preisaufsicht – zur Freude der Verbraucherschützer.,
Inzwischen gibt es erste Schätzungen über das Ausmaß des finanziellen Schadens.,
"Die Branche hofft seit Wochen darauf, dass der Bundestag das PV-Spitzen-Paket noch verabschiedet.",
In Erlangen scheidet der kaufmännische Vorstand in einigen Monaten aus.,
Die Nachfolge hat das Unternehmen jetzt schon geregelt.,
"Auf dem ""Fast Lane Summit"" diskutieren Fachleute über die Zukunft des Ladens und die veränderten Wünsche der Kunden.",
Die Energieversorgung Mittelrhein verbessert die Datenübertragung im Stromnetz.,
Dafür unterquert sie sogar den Rhein.,
"Niedersachsens Energieminister Meyer sagt, Deutschland brauche keinen zusätzlichen Bau von LNG-Terminals.",
Die geplante Pause für das Terminal in Wilhelmshaven sei eine gute Nachricht.,
"Niedrigere Stromsteuer und Netzentgelte, Rückenwind für KWK und Wasserstoff, Abschaffung des ""Heizungsgesetzes"":",
Am Dienstag wollen CDU und CSU ihr Programm für die Bundestagswahl verabschieden.,
Die Hamburger Energienetze (ehemals Stromnetz Hamburg) haben mit Stromnetz Berlin und der Edis Netz den sogenannten „Netzführerschein“ entwickelt.,
Susan Zetzmann steht seit fast zehn Jahren an der Spitze des Bäderbetriebes.,
Nun will sie sich neuen beruflichen Herausforderungen außerhalb Thüringens stellen.,
Die zuletzt vorgelegte Version hatte die Gräben zwischen Verbraucherschützern und Versorgern vergrößert statt verkleinert.,
Davor warnt der Bund der Wasserstoffregionen und appelliert an die Politik.,
Besonders Besitzerinnen und Besitzer von Eigenheimen brauchen Alternativen.,
Daniel Baumkötter übernimmt vom scheidenden technischen Betriebsleiter Patrick Hasenkamp.,
Michael Malkmus soll im kommenden Jahr Nachfolger von Carsten Linne werden.,
Auf Linne wartet ein für die Stadtwerke zentrales Großprojekt.,
"Die Zeit drängt also, zumal viele technische Fragen offen sind.",
Das Kieler Projekt hat jetzt ein hohe Förderung erhalten.,
Ostrom integriert die Steuerung der Viessmann Wärmepumpen in seine App.,
Der Wirtschaftsminister beschwichtigt mit Blick auf Preisausschläge von mehr als 900 Euro pro MWh.,
"Die FDP nennt das Scheitern des Vorhabens eine ""Katastrophe"".",
Auch aus der SPD kommen kritische Töne.,
Rheinland-Pfalz will sich Offshore-Windräder auf die eigenen Ausbauziele anrechnen lassen ‒ obwohl es nicht am Meer liegt.,
"MVV-Vorstandschef Georg Müller verteidigt die Ankündigung zur Stilllegung der Netze für 2035, lässt aber eine Hintertür offen.",
Einheitlich zehn Cent pro Kubikmeter werden erhoben.,
"Die Preise fallen auf den tiefsten Stand seit Mitte November, schreibt Gasexperte Joachim Endress in seiner Kolumne.",
Die Kommunalabwasserrichtinie wurde am Donnerstag im Amtsblatt der Europäischen Union veröffentlicht.,
Hamburg verzeichnete einen Regen- und einen Wärmerekord.,
Wasser-Chef Ingo Hannemann zog Bilanz.,
An der Spitze der Telekommunikationstochter der Stadtwerke Bielefeld und Gütersloh gibt es einen Wechsel.,
"Der bisherige Chef, Sven Berg, bekommt bei den Stadtwerken Bielefeld eine neue Aufgabe.",
Die ZfK hat sich in der Branche umgehört.,
"Die Neuwahl wurde nötig, weil Christian Heine, Chef der Hamburger Energiewerke, das Unternehmen zum Jahresende verlässt.",
Sein Nachfolger ist Chef der Stadtwerke Neumünster.,
Was genau zeichnet die Stadtwerke Hilden aus?,
Eine moderne Image- und Rekruiting-Kampagne macht sie sichtbar.,
Das Land fördert nach Geothermie und Co. eine weitere Energiewende-Technologie.,
Ministerin Neubaur will unter anderem mit Bürokratieabbau die Nutzung von Speichern stärken.,
"Während die Strompreise in einzelnen Stunden Richtung 1000 Euro je MWh steigen, gibt der Vizekanzler sein Großprojekt auf.",
Er zeigt eine erstaunliche Flexibilität von Habecks Wirtschaftsministerium.,
"Batteriespeicher können dazu beitragen, das Stromnetz zu stabilisieren.",
Energiewende für alle: Das neue Start-up der EnBW-Tochter Enpulse namens Okka Energy bietet Privatkunden einen flexiblen Stromtarif in Kombination mit einer Beteiligungsoption an virtuellen Kraftwerken.,
In der Kleinstadt in Mecklenburg-Vorpommern bereiten Kunden eine Klage gegen den Versorger vor.,
Der Leiter Strategie & Transformation verlässt DEW21 auf eigenen Wunsch.,
"Seit einiger Zeit sieht sich der Hamburger Versorger mit Vorwürfen konfrontiert, die Investitionen in ein Projekt auf seinem Klärwerk zu niedrig angegeben zu haben.",
EVP-Fraktion fordert eine technologieoffene Lösung.,
"Und eine Deloitte-Studie zeigt, wer der EU-Regelung besonders kritisch gegenüber steht.",
"Derweil wird immer klarer, welche Auswirkungen die Dunkelflaute im November hatte.",
Interne Umstände wie fehlendes Know-how bremsen die digitale Transformation mehr aus als externe Faktoren.,
Das Bundesamt für Sicherheit in der Informationstechnik (BSI) hat festgestellt:,
Die Politik müsse technologieoffener werden und den Einsatz von E-Fuels und non-fossilem Dieselkraftstoff aus Abfallstoffen im Wärmemarkt ermöglichen.,
"Ein solcher Ansatz sei einfach und günstig, so der Verband der Energiehändler.",
Amina Karam verantwortet ab dem 1. Januar 2025 den Infrastruktur-Bereich bei Deutschlands größtem Nahverkehrsunternehmen.,
Sie folgt auf Christian Beckmann.,
"Jahrelang galt die CO2-Speicherung als rotes Tuch, dann gelang der Bundesregierung der Durchbruch.",
"Auf einer Veranstaltung in Berlin diskutierten Experten, wie das alles finanziert werden kann.",
"Haushalte mit Wärmepumpe, Homespeicher oder Wallbox haben ein überdurchschnittliches Interesse an dynamischen Tarifen.",
Das ergibt eine Civey-Umfrage von Naturstrom.,
Aik Wirsbinna wird Mitgeschäftsführer des Versorgers.,
Er ist seit 2019 Bereichsleiter Vertrieb und Kundenservices bei den Stadtwerken und zudem Prokurist.,
Dafür kooperiert Badenova mit Wüstenrot und Volksbank.,
"Die spanische Hauptstadt eröffnet Europas erste Wasserstofftankstelle für Busse, die den kompletten Kreislauf abdeckt.",
Für viele Stadtwerke böte das Gesetzespaket eine Verbesserung.,
Durch einen Fonds mit der NRW-Bank soll das Planungsrisiko für die Projekte minimiert werden.,
Die Bundesregierung präsentiert ihre Strategie für autonome Mobilität und rückt dabei den ÖPNV ins Zentrum.,
"Ein Forscherteam hat im Projekt ""Hypat"" einen globalen Wasserstoff-Potenzialatlas erstellt.",
"Er zeigt unter anderem, wo sich Wasserstoff besonders günstig herstellen lässt.",
Der diplomierte Elektrotechniker ist bereits seit dem 1. September 2017 Technischer Vorstand der Wemag.,
"Die ""Welt am Sonntag"" bringt einen Gastbeitrag von Techmilliardär Elon Musk zur Bundestagswahl.",
Eltern können diese Phasen anhand von intrinsischer Motivation nutzen.,
Han Kang spricht zum ersten Mal nach der Nobelpreisverleihung in einem Interview – auch über den Staatsstreichversuch in ihrer Heimat.,
Beim Landeversuch der aserbaidschanischen Passagiermaschine in Grosny war Wladimir Putin zufolge die russische Luftabwehr aktiv.,
Der Schachweltmeister hat in New York einen Eklat ausgelöst.,
"Carlsen war aufgefordert worden, sich umzuziehen.",
"Wofür eignet sich diese Zeit besonders gut?""",
"Der Support für Windows 10 läuft in einigen Monaten ab, der Computer kann aber nicht auf Windows 11 upgedatet werden – was tun?",
Antworten auf die wichtigsten Fragen.</p>,
Der russische Präsident wendet sich nach dem mutmaßlichen Abschuss einer Passagiermaschine von Azerbaijan Airlines direkt an den aserbaidschanischen Präsidenten.,
"An Silvester gehören Sekt, Wein und Schnaps ganz selbstverständlich dazu.",
"Sechs trockene Alkoholiker erzählen, wie sie früher versucht haben, ihre Sucht zu verheimlichen, wie sie nun Partys erleben - und was sie machen, wenn sie eine Flasche Champagner geschenkt",
Nach Angaben der Weltgesundheitsorganisation handelt es sich bei den Beschwerden um eine Mischung aus Malaria und verschiedenen Atemwegserkrankungen.,
2024 blieben die meisten bayerischen Eltern beim Bewährten.</p>,
Im Sommer geriet Deutschlands führender Agrarhändler an den Rand der Zahlungsunfähigkeit.,
Der Preis der Rettung ist die Schrumpfung.</p>,
"Die von der Hamas kontrollierte Gesundheitsbehörde im Gazastreifen wirft dem israelischen Militär vor, einen Krankenhausdirektor festgenommen und einen Brand in einer Klinik gelegt zu haben.",
Letzteres dementiert Israel.</p>,
Nach dem Haftbefehl gegen Israels Premier Netanjahu sieht sich der Internationale Strafgerichtshof selbst in seiner Existenz bedroht.,
"Die US-Republikaner unter Donald Trump bereiten Sanktionen vor,",
Im vergangenen Jahr starben in Bayern so viele Menschen durch Polizeikugeln wie seit Langem nicht.,
die der Polizei Sorgen macht.</p>,
Im dritten Jahr in Folge liegen Emilia und Noah im Ranking der beliebtesten Babynamen in Deutschland vorne.,
Der Skisprung-Kalender 2024/25 mit allen Wettkämpfen im Überblick.</p>,
Der französische Skirennfahrer stürzt im Abfahrtstraining in Bormio.,
Eine Operation ist laut dem französischen Verband „gut verlaufen“.,
"Andere Fahrer kritisieren den Zustand der Piste, auf der 2026 Olympia-Rennen stattfinden sollen.</p",
Péter Bujdosó hat sich mit dem „Peet and the Flat White“ seinen Traum vom Brunch-Café erfüllt.,
"Sein Menü soll sich von dem unterscheiden, was man sonst in Münchens Cafés findet.</p>",
Nach dem Tod eines Häftlings veröffentlichen die Behörden im US-Bundesstaat New York Videomaterial von Misshandlungen durch Justizvollzugsangestellte.,
Im April 2023 bricht ein blutiger Bürgerkrieg zweier Militärführer im Sudan aus.,
In allein fünf Gebieten des Landes sind Zivilisten von einer Hungersnot betroffen.,
Die Ukraine ist den russischen Angreifern nach wie vor zahlenmäßig unterlegen.,
"Da Moskau alles in den Krieg wirft, was es hat, bleibt Kiew nur eine möglichst effiziente Verteidigung.",
Laut Kiew werden unbemannte Systeme weiter ausgebaut.,
"In der ""Welt"" bekommt Tech-Milliardär Musk die Möglichkeit, seine Wahlwerbung für die AfD ausführlich zu erklären.",
Bei einem Flugzeugabsturz in Kasachstan sterben 38 Menschen.,
Jetzt entschuldigt sich der Kremlchef und spricht von ukrainischen Angriffen.,
Wegen zunehmender Anfeindungen beenden die CDU-Politiker Magwas und Wanderwitz ihre politische Karriere im Bundestag.,
Parlamentsvizin Göring-Eckardt bedauert den Abgang ihrer Kollegen.,
"Sie aber ließe sich von Drohungen nicht abhalten, erneut für den Bundestag zu kandidieren.",
Im Oktober bringt das Regierungsbündnis des türkischen Präsidenten Erdogan überraschend eine Freilassung des inhaftierten PKK-Chefs Öcalan ins Spiel - wohl nicht ohne Hintergedanken.,
Zum zweiten Mal innerhalb kurzer Zeit soll der Ukraine ein erfolgreicher Schlag gegen russische Offiziere gelungen sein.,
"Die dafür verantwortliche Waffe, die genannt wird, setzt Kiew bereits seit Jahren erfolgreich ein.",
Offenbar will der designierte US-Präsident Trump eine private Nachricht an Tech-Milliardär Musk schicken.,
Nur veröffentlicht er sie mutmaßlich versehentlich auf seiner Social-Media-Plattform.,
Der Beitrag gibt auch Auskunft über ein angebliches Treffen mit einem anderen reichen Mann.,
Florian Hahn ist überzeugt:,
Auf dem Schlachtfeld der Zukunft sind Drohnen unabdingbar.,
"Die Bundeswehr verfügt aber nur über eine mittlere dreistellige Anzahl, wie der CSU-Verteidigungsexperte im Interview kritisiert.",
"Deutschland muss ""dringend gegensteuern"".",
"Nichts deutet derzeit darauf hin, dass Russland zu einem Frieden bereit ist und einem Kompromiss zu westlichen Friedenstruppen zustimmen würde.",
"Auch CDU-Chef Merz hat aktuell wenig Hoffnung, er würde sich eine Einigung mit Moskau aber wünschen.",
Mehrere nordkoreanische Soldaten geraten in ukrainische Kriegsgefangenschaft.,
"Allerdings habe keiner von ihnen die schweren Verwundungen überlebt, erklärt Präsident Selenskyj.",
"Er appelliert an China, auf das Regime in Pjöngjang einzuwirken und das Sterben zu beenden.",
Das Selbstlob von Kanzler Scholz zu den deutschen Waffenhilfen für die Ukraine will Kiews Ex-Botschafter nicht gelten lassen.,
Der Etat sinke ab 2025 kontinuierlich.,
Daher setzt Melnyk auf einen Kurswechsel der nächsten Bundesregierung.,
Während seiner ersten Amtszeit führte Trump einen Feldzug gegen Tiktok.,
Einen Tag vor seinem Amtsantritt droht der chinesischen App ein Verbot in den USA.,
"Nun beantragt der künftige US-Präsident eine Fristverlängerung beim Supreme Court, um eine politische Lösung zu finden.",
Müssen Kassenpatienten wirklich länger auf Termine warten als Privatversicherte?,
Kassenarztchef Gassen hält die ganze Debatte für Stimmungsmache.,
Der SPD wirft er ein Ablenkungsmanöver vom eigenen Versagen vor.,
Mit einer Podcast-Aussage über den Charakter des Bundeskanzlers sorgt die Grünen-Politikerin Paula Piechotta für Unmut bei den Sozialdemokraten.,
"Sie entschuldigt sich, beharrt aber darauf, dass sie nur die vorherrschende Meinung innerhalb der SPD über Scholz zitiert habe.",
Für eine Zeit nach der Ära Scholz streckt SPD-Fraktionschef Mützenich schon einmal die Fühler Richtung Union und FDP aus.,
"Beim Bürgergeld würden die Sozialdemokraten im Falle einer Regierungsbeteiligung ""nachsteuern"", bietet er an.",
Und auch mit Lindner wolle man eine neuerliche Zusammenarbeit nicht ausschließen.,
"Während der ehemalige syrische Machthaber Assad in Moskau Asyl gefunden hat, sind seine Verwandten vielfach noch auf der Flucht.",
"Einem als Kriegsverbrecher gesuchten Onkel gelingt die Ausreise, doch dessen Schwiegertochter und Enkelin werden auf dem Flughafen von Beirut verhaftet.",
Moskau setzt im Kampf um Kursk auch auf nordkoreanische Soldaten - rund 10.000 sollen bereits entsandt worden sein.,
Laut den USA bezahlen etliche Nordkoreaner diesen Einsatz mit ihrem Leben.,
"Ihre Militärführer würden sie in ""hoffnungslose Angriffe"" gegen die Ukrainer schicken.",
Eine italienische Journalistin reist mit Arbeitsvisum in den Iran und führt eine Reihe Interviews.,
"Dass der britische Premier Keir Starmer mit seinem jüngeren Bruder Nick ein inniges Verhältnis hatte, ist bekannt.",
"Nun muss der Labour-Chef den Tod des Mannes verkraften, der ihm so nahe war und doch ein ganz anderes Leben führte.",
Eine der wenigen verbliebenen Kliniken im Norden Gazas steht im Fokus des israelischen Militärs:,
Seit dem Morgen sind die IDF im Kamal-Adwan-Krankenhaus im Einsatz.,
Dem Militär zufolge ist es eine Hochburg der Hamas.,
Palästinenser sprechen von Brandlegung und Zwangs-Evakuierungen.,
Ein Bericht aus den USA über eine angeblich drohende Hungersnot im Gazastreifen sorgt für großen Wirbel.,
Washingtons Botschafter in Israel hält die Daten für überholt.,
Kritik kommt von Human Rights Watch.,
CDU-Chef Merz fordert nach dem Attentat von Magdeburg eine harte Hand in der Migrationspolitik.,
"Der Täter zeige, dass ""Konflikte auf deutschem Boden ausgetragen"" würden, ""die wir ganz einfach nicht dulden können"".",
Was geschah mit dem Unglücksflug J2-8243 von Aserbaidschan Airlines über Grosny?,
"Äußere Einflüsse sind für den Absturz der Maschine verantwortlich, spricht aber nicht von einem russischen Abschuss.",
Die russische Luftfahrtbehörde bleibt in ihrer Erklärung vage.,
"Anfang Dezember erntet FDP-Chef Lindner Kritik, nachdem er für einen Politikstil wie den des Trump-Beraters Musk wirbt.",
"In einem Interview legt Bundesverkehrsminister Wissing nach und deutet an, dass sein persönliches Zerwürfnis mit Lindner bereits Jahre zurückliegt.",
"Rund eine Woche nach dem Attentat auf dem Magdeburger Weihnachtsmarkt steht die Frage im Fokus, ob es seitens der Behörden Versäumnisse gegeben hat.",
Zudem plädiert er für eine Sicherheitsreform - und spricht die Union an.,
"Scholz ist ein Dummkopf und die AfD die Rettung Deutschlands - sagt der amerikanische Chef von X, kurz bevor Deutschland einen neuen Bundestag wählt.",
Jetzt soll die EU eingreifen.,
Zwei Wochen nach dem Angriff von jugendlichen Rechtsextremisten auf zwei SPD-Politiker und zwei Polizisten in Berlin ermittelt die Polizei gegen insgesamt acht Verdächtige im Alter von 15 bis 21 Jahren.,
"Bundespräsident Steinmeier hat den Bundestag für aufgelöst erklärt, um den Weg für die Neuwahl freizumachen.",
Die Altersvorsorge dürfte also Wahlkampfthema werden.,
Mit welchen Renten-Ideen werben die Parteien?,
"Aktenordner statt digitalem Management, neue Vorschriften statt weniger Bürokratie: Wenn eine neue Bundesregierung das nicht endlich anpacke, drohe ein ""Kollaps der öffentlichen Verwaltung"", warnt der Nationale Normenkontrollrat.",